GEOID,IDNUM
421014525PHILADELPHIA WD 45 PCT 25,7205
421014601PHILADELPHIA WD 46 PCT 01,7206
421014602PHILADELPHIA WD 46 PCT 02,7207
421015727PHILADELPHIA WD 57 PCT 27,7208
421015728PHILADELPHIA WD 57 PCT 28,7209
421015801PHILADELPHIA WD 58 PCT 01,7210
421015802PHILADELPHIA WD 58 PCT 02,7211
421015803PHILADELPHIA WD 58 PCT 03,7212
421015804PHILADELPHIA WD 58 PCT 04,7213
421015805PHILADELPHIA WD 58 PCT 05,7214
421015806PHILADELPHIA WD 58 PCT 06,7215
421015807PHILADELPHIA WD 58 PCT 07,7216
421015808PHILADELPHIA WD 58 PCT 08,7217
421015809PHILADELPHIA WD 58 PCT 09,7218
421015810PHILADELPHIA WD 58 PCT 10,7219
421011001PHILADELPHIA WD 10 PCT 01,7220
421011002PHILADELPHIA WD 10 PCT 02,7221
421011003PHILADELPHIA WD 10 PCT 03,7222
421011004PHILADELPHIA WD 10 PCT 04,7223
421011005PHILADELPHIA WD 10 PCT 05,7224
421011006PHILADELPHIA WD 10 PCT 06,7225
421011007PHILADELPHIA WD 10 PCT 07,7226
421011008PHILADELPHIA WD 10 PCT 08,7227
421011009PHILADELPHIA WD 10 PCT 09,7228
421011010PHILADELPHIA WD 10 PCT 10,7229
421011011PHILADELPHIA WD 10 PCT 11,7230
421011012PHILADELPHIA WD 10 PCT 12,7231
421011013PHILADELPHIA WD 10 PCT 13,7232
421011014PHILADELPHIA WD 10 PCT 14,7233
421011015PHILADELPHIA WD 10 PCT 15,7234
421011016PHILADELPHIA WD 10 PCT 16,7235
421011017PHILADELPHIA WD 10 PCT 17,7236
421011018PHILADELPHIA WD 10 PCT 18,7237
421011019PHILADELPHIA WD 10 PCT 19,7238
421011020PHILADELPHIA WD 10 PCT 20,7239
421011021PHILADELPHIA WD 10 PCT 21,7240
421011022PHILADELPHIA WD 10 PCT 22,7241
421011023PHILADELPHIA WD 10 PCT 23,7242
421016310PHILADELPHIA WD 63 PCT 10,7243
421016311PHILADELPHIA WD 63 PCT 11,7244
421012304PHILADELPHIA WD 23 PCT 04,7245
421012305PHILADELPHIA WD 23 PCT 05,7246
421012306PHILADELPHIA WD 23 PCT 06,7247
421012307PHILADELPHIA WD 23 PCT 07,7248
421012308PHILADELPHIA WD 23 PCT 08,7249
421012309PHILADELPHIA WD 23 PCT 09,7250
421012310PHILADELPHIA WD 23 PCT 10,7251
421012311PHILADELPHIA WD 23 PCT 11,7252
421012312PHILADELPHIA WD 23 PCT 12,7253
421012313PHILADELPHIA WD 23 PCT 13,7254
421012314PHILADELPHIA WD 23 PCT 14,7255
421012315PHILADELPHIA WD 23 PCT 15,7256
421012316PHILADELPHIA WD 23 PCT 16,7257
421012317PHILADELPHIA WD 23 PCT 17,7258
421013430PHILADELPHIA WD 34 PCT 30,7259
421013431PHILADELPHIA WD 34 PCT 31,7260
421013432PHILADELPHIA WD 34 PCT 32,7261
421013433PHILADELPHIA WD 34 PCT 33,7262
421013434PHILADELPHIA WD 34 PCT 34,7263
421013435PHILADELPHIA WD 34 PCT 35,7264
421013436PHILADELPHIA WD 34 PCT 36,7265
421013437PHILADELPHIA WD 34 PCT 37,7266
421013438PHILADELPHIA WD 34 PCT 38,7267
421013439PHILADELPHIA WD 34 PCT 39,7268
421013440PHILADELPHIA WD 34 PCT 40,7269
421013441PHILADELPHIA WD 34 PCT 41,7270
421013442PHILADELPHIA WD 34 PCT 42,7271
421014603PHILADELPHIA WD 46 PCT 03,7272
421014604PHILADELPHIA WD 46 PCT 04,7273
421014605PHILADELPHIA WD 46 PCT 05,7274
421014606PHILADELPHIA WD 46 PCT 06,7275
421014607PHILADELPHIA WD 46 PCT 07,7276
421014608PHILADELPHIA WD 46 PCT 08,7277
421014609PHILADELPHIA WD 46 PCT 09,7278
421014610PHILADELPHIA WD 46 PCT 10,7279
421014611PHILADELPHIA WD 46 PCT 11,7280
421014612PHILADELPHIA WD 46 PCT 12,7281
421014613PHILADELPHIA WD 46 PCT 13,7282
421014614PHILADELPHIA WD 46 PCT 14,7283
421014615PHILADELPHIA WD 46 PCT 15,7284
421014616PHILADELPHIA WD 46 PCT 16,7285
421014617PHILADELPHIA WD 46 PCT 17,7286
421014618PHILADELPHIA WD 46 PCT 18,7287
421014619PHILADELPHIA WD 46 PCT 19,7288
421014620PHILADELPHIA WD 46 PCT 20,7289
421014621PHILADELPHIA WD 46 PCT 21,7290
421014622PHILADELPHIA WD 46 PCT 22,7291
421014623PHILADELPHIA WD 46 PCT 23,7292
421014701PHILADELPHIA WD 47 PCT 01,7293
421014702PHILADELPHIA WD 47 PCT 02,7294
421014703PHILADELPHIA WD 47 PCT 03,7295
421014704PHILADELPHIA WD 47 PCT 04,7296
421014705PHILADELPHIA WD 47 PCT 05,7297
421014706PHILADELPHIA WD 47 PCT 06,7298
421015811PHILADELPHIA WD 58 PCT 11,7299
421015812PHILADELPHIA WD 58 PCT 12,7300
421015813PHILADELPHIA WD 58 PCT 13,7301
421015814PHILADELPHIA WD 58 PCT 14,7302
421015815PHILADELPHIA WD 58 PCT 15,7303
421015816PHILADELPHIA WD 58 PCT 16,7304
421015817PHILADELPHIA WD 58 PCT 17,7305
421015818PHILADELPHIA WD 58 PCT 18,7306
421015819PHILADELPHIA WD 58 PCT 19,7307
421015820PHILADELPHIA WD 58 PCT 20,7308
421015821PHILADELPHIA WD 58 PCT 21,7309
421015822PHILADELPHIA WD 58 PCT 22,7310
421015823PHILADELPHIA WD 58 PCT 23,7311
421015824PHILADELPHIA WD 58 PCT 24,7312
421015825PHILADELPHIA WD 58 PCT 25,7313
421015826PHILADELPHIA WD 58 PCT 26,7314
421011024PHILADELPHIA WD 10 PCT 24,7315
421011025PHILADELPHIA WD 10 PCT 25,7316
421011026PHILADELPHIA WD 10 PCT 26,7317
421011027PHILADELPHIA WD 10 PCT 27,7318
421011028PHILADELPHIA WD 10 PCT 28,7319
421011029PHILADELPHIA WD 10 PCT 29,7320
421011101PHILADELPHIA WD 11 PCT 01,7321
421011102PHILADELPHIA WD 11 PCT 02,7322
421011103PHILADELPHIA WD 11 PCT 03,7323
421011104PHILADELPHIA WD 11 PCT 04,7324
421011105PHILADELPHIA WD 11 PCT 05,7325
421011106PHILADELPHIA WD 11 PCT 06,7326
421011107PHILADELPHIA WD 11 PCT 07,7327
421011108PHILADELPHIA WD 11 PCT 08,7328
421011109PHILADELPHIA WD 11 PCT 09,7329
421011110PHILADELPHIA WD 11 PCT 10,7330
421011111PHILADELPHIA WD 11 PCT 11,7331
421011112PHILADELPHIA WD 11 PCT 12,7332
421011113PHILADELPHIA WD 11 PCT 13,7333
421011114PHILADELPHIA WD 11 PCT 14,7334
421011115PHILADELPHIA WD 11 PCT 15,7335
421011116PHILADELPHIA WD 11 PCT 16,7336
421012318PHILADELPHIA WD 23 PCT 18,7337
421012319PHILADELPHIA WD 23 PCT 19,7338
421012320PHILADELPHIA WD 23 PCT 20,7339
421012321PHILADELPHIA WD 23 PCT 21,7340
421012322PHILADELPHIA WD 23 PCT 22,7341
421012323PHILADELPHIA WD 23 PCT 23,7342
421012401PHILADELPHIA WD 24 PCT 01,7343
421012402PHILADELPHIA WD 24 PCT 02,7344
421012403PHILADELPHIA WD 24 PCT 03,7345
421012404PHILADELPHIA WD 24 PCT 04,7346
421012405PHILADELPHIA WD 24 PCT 05,7347
421012406PHILADELPHIA WD 24 PCT 06,7348
421012407PHILADELPHIA WD 24 PCT 07,7349
421012408PHILADELPHIA WD 24 PCT 08,7350
421012409PHILADELPHIA WD 24 PCT 09,7351
421012410PHILADELPHIA WD 24 PCT 10,7352
421012411PHILADELPHIA WD 24 PCT 11,7353
421013521PHILADELPHIA WD 35 PCT 21,7354
421013522PHILADELPHIA WD 35 PCT 22,7355
421013523PHILADELPHIA WD 35 PCT 23,7356
421013501PHILADELPHIA WD 35 PCT 01,7357
421013502PHILADELPHIA WD 35 PCT 02,7358
421013503PHILADELPHIA WD 35 PCT 03,7359
421013504PHILADELPHIA WD 35 PCT 04,7360
421013505PHILADELPHIA WD 35 PCT 05,7361
421013506PHILADELPHIA WD 35 PCT 06,7362
421013507PHILADELPHIA WD 35 PCT 07,7363
421013508PHILADELPHIA WD 35 PCT 08,7364
421013509PHILADELPHIA WD 35 PCT 09,7365
421013510PHILADELPHIA WD 35 PCT 10,7366
421013511PHILADELPHIA WD 35 PCT 11,7367
421013512PHILADELPHIA WD 35 PCT 12,7368
421013513PHILADELPHIA WD 35 PCT 13,7369
421013514PHILADELPHIA WD 35 PCT 14,7370
421013515PHILADELPHIA WD 35 PCT 15,7371
421013516PHILADELPHIA WD 35 PCT 16,7372
421013517PHILADELPHIA WD 35 PCT 17,7373
421013518PHILADELPHIA WD 35 PCT 18,7374
421013519PHILADELPHIA WD 35 PCT 19,7375
421014707PHILADELPHIA WD 47 PCT 07,7376
421014813PHILADELPHIA WD 48 PCT 13,7377
421014814PHILADELPHIA WD 48 PCT 14,7378
421014815PHILADELPHIA WD 48 PCT 15,7379
421014816PHILADELPHIA WD 48 PCT 16,7380
421014817PHILADELPHIA WD 48 PCT 17,7381
421014818PHILADELPHIA WD 48 PCT 18,7382
421014819PHILADELPHIA WD 48 PCT 19,7383
421014820PHILADELPHIA WD 48 PCT 20,7384
421014821PHILADELPHIA WD 48 PCT 21,7385
421014822PHILADELPHIA WD 48 PCT 22,7386
421014823PHILADELPHIA WD 48 PCT 23,7387
421014901PHILADELPHIA WD 49 PCT 01,7388
421014902PHILADELPHIA WD 49 PCT 02,7389
421014903PHILADELPHIA WD 49 PCT 03,7390
421014904PHILADELPHIA WD 49 PCT 04,7391
421014905PHILADELPHIA WD 49 PCT 05,7392
421014906PHILADELPHIA WD 49 PCT 06,7393
421014907PHILADELPHIA WD 49 PCT 07,7394
421014908PHILADELPHIA WD 49 PCT 08,7395
421014909PHILADELPHIA WD 49 PCT 09,7396
421014910PHILADELPHIA WD 49 PCT 10,7397
421015827PHILADELPHIA WD 58 PCT 27,7398
421015828PHILADELPHIA WD 58 PCT 28,7399
421015829PHILADELPHIA WD 58 PCT 29,7400
421015830PHILADELPHIA WD 58 PCT 30,7401
421015831PHILADELPHIA WD 58 PCT 31,7402
421015832PHILADELPHIA WD 58 PCT 32,7403
421015833PHILADELPHIA WD 58 PCT 33,7404
421015834PHILADELPHIA WD 58 PCT 34,7405
421015835PHILADELPHIA WD 58 PCT 35,7406
421015836PHILADELPHIA WD 58 PCT 36,7407
421015837PHILADELPHIA WD 58 PCT 37,7408
421015838PHILADELPHIA WD 58 PCT 38,7409
421015839PHILADELPHIA WD 58 PCT 39,7410
421015840PHILADELPHIA WD 58 PCT 40,7411
421015841PHILADELPHIA WD 58 PCT 41,7412
421011117PHILADELPHIA WD 11 PCT 17,7413
421011118PHILADELPHIA WD 11 PCT 18,7414
421011119PHILADELPHIA WD 11 PCT 19,7415
421011120PHILADELPHIA WD 11 PCT 20,7416
421011201PHILADELPHIA WD 12 PCT 01,7417
421011202PHILADELPHIA WD 12 PCT 02,7418
421011203PHILADELPHIA WD 12 PCT 03,7419
421011204PHILADELPHIA WD 12 PCT 04,7420
421011205PHILADELPHIA WD 12 PCT 05,7421
421011206PHILADELPHIA WD 12 PCT 06,7422
421011207PHILADELPHIA WD 12 PCT 07,7423
421011208PHILADELPHIA WD 12 PCT 08,7424
421011209PHILADELPHIA WD 12 PCT 09,7425
421011210PHILADELPHIA WD 12 PCT 10,7426
421011211PHILADELPHIA WD 12 PCT 11,7427
421011212PHILADELPHIA WD 12 PCT 12,7428
421011213PHILADELPHIA WD 12 PCT 13,7429
421011214PHILADELPHIA WD 12 PCT 14,7430
421011215PHILADELPHIA WD 12 PCT 15,7431
421011216PHILADELPHIA WD 12 PCT 16,7432
421011217PHILADELPHIA WD 12 PCT 17,7433
421013524PHILADELPHIA WD 35 PCT 24,7434
421013525PHILADELPHIA WD 35 PCT 25,7435
421013526PHILADELPHIA WD 35 PCT 26,7436
421013527PHILADELPHIA WD 35 PCT 27,7437
421013528PHILADELPHIA WD 35 PCT 28,7438
421013529PHILADELPHIA WD 35 PCT 29,7439
421013530PHILADELPHIA WD 35 PCT 30,7440
421013531PHILADELPHIA WD 35 PCT 31,7441
421013532PHILADELPHIA WD 35 PCT 32,7442
421013601PHILADELPHIA WD 36 PCT 01,7443
421013602PHILADELPHIA WD 36 PCT 02,7444
421013603PHILADELPHIA WD 36 PCT 03,7445
421013604PHILADELPHIA WD 36 PCT 04,7446
421013605PHILADELPHIA WD 36 PCT 05,7447
421013606PHILADELPHIA WD 36 PCT 06,7448
421013607PHILADELPHIA WD 36 PCT 07,7449
421014031PHILADELPHIA WD 40 PCT 31,7450
421014032PHILADELPHIA WD 40 PCT 32,7451
421014033PHILADELPHIA WD 40 PCT 33,7452
421013520PHILADELPHIA WD 35 PCT 20,7453
421013608PHILADELPHIA WD 36 PCT 08,7454
421013609PHILADELPHIA WD 36 PCT 09,7455
421013610PHILADELPHIA WD 36 PCT 10,7456
421013611PHILADELPHIA WD 36 PCT 11,7457
421013612PHILADELPHIA WD 36 PCT 12,7458
421013613PHILADELPHIA WD 36 PCT 13,7459
421013614PHILADELPHIA WD 36 PCT 14,7460
421013615PHILADELPHIA WD 36 PCT 15,7461
421013616PHILADELPHIA WD 36 PCT 16,7462
421013617PHILADELPHIA WD 36 PCT 17,7463
421013618PHILADELPHIA WD 36 PCT 18,7464
421013619PHILADELPHIA WD 36 PCT 19,7465
421013620PHILADELPHIA WD 36 PCT 20,7466
421013621PHILADELPHIA WD 36 PCT 21,7467
421013622PHILADELPHIA WD 36 PCT 22,7468
421013623PHILADELPHIA WD 36 PCT 23,7469
421013624PHILADELPHIA WD 36 PCT 24,7470
421013625PHILADELPHIA WD 36 PCT 25,7471
421013626PHILADELPHIA WD 36 PCT 26,7472
421013627PHILADELPHIA WD 36 PCT 27,7473
421013628PHILADELPHIA WD 36 PCT 28,7474
421014911PHILADELPHIA WD 49 PCT 11,7475
421014912PHILADELPHIA WD 49 PCT 12,7476
421014913PHILADELPHIA WD 49 PCT 13,7477
421014914PHILADELPHIA WD 49 PCT 14,7478
421014915PHILADELPHIA WD 49 PCT 15,7479
421014916PHILADELPHIA WD 49 PCT 16,7480
421014917PHILADELPHIA WD 49 PCT 17,7481
421014918PHILADELPHIA WD 49 PCT 18,7482
421014919PHILADELPHIA WD 49 PCT 19,7483
421014920PHILADELPHIA WD 49 PCT 20,7484
421014921PHILADELPHIA WD 49 PCT 21,7485
421014922PHILADELPHIA WD 49 PCT 22,7486
421014923PHILADELPHIA WD 49 PCT 23,7487
421014924PHILADELPHIA WD 49 PCT 24,7488
421014925PHILADELPHIA WD 49 PCT 25,7489
421015001PHILADELPHIA WD 50 PCT 01,7490
421015002PHILADELPHIA WD 50 PCT 02,7491
421015003PHILADELPHIA WD 50 PCT 03,7492
421015004PHILADELPHIA WD 50 PCT 04,7493
421015005PHILADELPHIA WD 50 PCT 05,7494
421015006PHILADELPHIA WD 50 PCT 06,7495
421015842PHILADELPHIA WD 58 PCT 42,7496
421015843PHILADELPHIA WD 58 PCT 43,7497
421015844PHILADELPHIA WD 58 PCT 44,7498
421015901PHILADELPHIA WD 59 PCT 01,7499
421015902PHILADELPHIA WD 59 PCT 02,7500
421015903PHILADELPHIA WD 59 PCT 03,7501
421015904PHILADELPHIA WD 59 PCT 04,7502
421015905PHILADELPHIA WD 59 PCT 05,7503
421015906PHILADELPHIA WD 59 PCT 06,7504
421015907PHILADELPHIA WD 59 PCT 07,7505
421015908PHILADELPHIA WD 59 PCT 08,7506
421015909PHILADELPHIA WD 59 PCT 09,7507
421015910PHILADELPHIA WD 59 PCT 10,7508
421015911PHILADELPHIA WD 59 PCT 11,7509
421015912PHILADELPHIA WD 59 PCT 12,7510
421015913PHILADELPHIA WD 59 PCT 13,7511
421015914PHILADELPHIA WD 59 PCT 14,7512
421015915PHILADELPHIA WD 59 PCT 15,7513
421011218PHILADELPHIA WD 12 PCT 18,7514
421011219PHILADELPHIA WD 12 PCT 19,7515
421011220PHILADELPHIA WD 12 PCT 20,7516
421011221PHILADELPHIA WD 12 PCT 21,7517
421011222PHILADELPHIA WD 12 PCT 22,7518
421011223PHILADELPHIA WD 12 PCT 23,7519
421011224PHILADELPHIA WD 12 PCT 24,7520
421011301PHILADELPHIA WD 13 PCT 01,7521
421011302PHILADELPHIA WD 13 PCT 02,7522
421011303PHILADELPHIA WD 13 PCT 03,7523
421011304PHILADELPHIA WD 13 PCT 04,7524
421011305PHILADELPHIA WD 13 PCT 05,7525
421011306PHILADELPHIA WD 13 PCT 06,7526
421011307PHILADELPHIA WD 13 PCT 07,7527
421011308PHILADELPHIA WD 13 PCT 08,7528
421011309PHILADELPHIA WD 13 PCT 09,7529
421011310PHILADELPHIA WD 13 PCT 10,7530
421011311PHILADELPHIA WD 13 PCT 11,7531
421011312PHILADELPHIA WD 13 PCT 12,7532
421011313PHILADELPHIA WD 13 PCT 13,7533
421011314PHILADELPHIA WD 13 PCT 14,7534
421011315PHILADELPHIA WD 13 PCT 15,7535
421014034PHILADELPHIA WD 40 PCT 34,7536
421014035PHILADELPHIA WD 40 PCT 35,7537
421014036PHILADELPHIA WD 40 PCT 36,7538
421014037PHILADELPHIA WD 40 PCT 37,7539
421014038PHILADELPHIA WD 40 PCT 38,7540
421014039PHILADELPHIA WD 40 PCT 39,7541
421014040PHILADELPHIA WD 40 PCT 40,7542
421014041PHILADELPHIA WD 40 PCT 41,7543
421014042PHILADELPHIA WD 40 PCT 42,7544
421014043PHILADELPHIA WD 40 PCT 43,7545
421014044PHILADELPHIA WD 40 PCT 44,7546
421014045PHILADELPHIA WD 40 PCT 45,7547
421013629PHILADELPHIA WD 36 PCT 29,7548
421013630PHILADELPHIA WD 36 PCT 30,7549
421013631PHILADELPHIA WD 36 PCT 31,7550
421013632PHILADELPHIA WD 36 PCT 32,7551
421013633PHILADELPHIA WD 36 PCT 33,7552
421013634PHILADELPHIA WD 36 PCT 34,7553
421013635PHILADELPHIA WD 36 PCT 35,7554
421013636PHILADELPHIA WD 36 PCT 36,7555
421013637PHILADELPHIA WD 36 PCT 37,7556
421013638PHILADELPHIA WD 36 PCT 38,7557
421013639PHILADELPHIA WD 36 PCT 39,7558
421013640PHILADELPHIA WD 36 PCT 40,7559
421013641PHILADELPHIA WD 36 PCT 41,7560
421013701PHILADELPHIA WD 37 PCT 01,7561
421013702PHILADELPHIA WD 37 PCT 02,7562
421013703PHILADELPHIA WD 37 PCT 03,7563
421013704PHILADELPHIA WD 37 PCT 04,7564
421013705PHILADELPHIA WD 37 PCT 05,7565
421013706PHILADELPHIA WD 37 PCT 06,7566
421013707PHILADELPHIA WD 37 PCT 07,7567
421013708PHILADELPHIA WD 37 PCT 08,7568
421013709PHILADELPHIA WD 37 PCT 09,7569
421015007PHILADELPHIA WD 50 PCT 07,7570
421015008PHILADELPHIA WD 50 PCT 08,7571
421015009PHILADELPHIA WD 50 PCT 09,7572
421015010PHILADELPHIA WD 50 PCT 10,7573
421015011PHILADELPHIA WD 50 PCT 11,7574
421015012PHILADELPHIA WD 50 PCT 12,7575
421015013PHILADELPHIA WD 50 PCT 13,7576
421015014PHILADELPHIA WD 50 PCT 14,7577
421015015PHILADELPHIA WD 50 PCT 15,7578
421015016PHILADELPHIA WD 50 PCT 16,7579
421015017PHILADELPHIA WD 50 PCT 17,7580
421015018PHILADELPHIA WD 50 PCT 18,7581
421015019PHILADELPHIA WD 50 PCT 19,7582
421015020PHILADELPHIA WD 50 PCT 20,7583
421015021PHILADELPHIA WD 50 PCT 21,7584
421015022PHILADELPHIA WD 50 PCT 22,7585
421015023PHILADELPHIA WD 50 PCT 23,7586
421015024PHILADELPHIA WD 50 PCT 24,7587
421015025PHILADELPHIA WD 50 PCT 25,7588
421015026PHILADELPHIA WD 50 PCT 26,7589
421015027PHILADELPHIA WD 50 PCT 27,7590
421015916PHILADELPHIA WD 59 PCT 16,7591
421015917PHILADELPHIA WD 59 PCT 17,7592
421015918PHILADELPHIA WD 59 PCT 18,7593
421015919PHILADELPHIA WD 59 PCT 19,7594
421015920PHILADELPHIA WD 59 PCT 20,7595
421015921PHILADELPHIA WD 59 PCT 21,7596
421015922PHILADELPHIA WD 59 PCT 22,7597
421015923PHILADELPHIA WD 59 PCT 23,7598
421015924PHILADELPHIA WD 59 PCT 24,7599
421015925PHILADELPHIA WD 59 PCT 25,7600
421016001PHILADELPHIA WD 60 PCT 01,7601
421016002PHILADELPHIA WD 60 PCT 02,7602
421016003PHILADELPHIA WD 60 PCT 03,7603
421016004PHILADELPHIA WD 60 PCT 04,7604
421016005PHILADELPHIA WD 60 PCT 05,7605
421016006PHILADELPHIA WD 60 PCT 06,7606
421016007PHILADELPHIA WD 60 PCT 07,7607
421016008PHILADELPHIA WD 60 PCT 08,7608
421016009PHILADELPHIA WD 60 PCT 09,7609
421016010PHILADELPHIA WD 60 PCT 10,7610
421016011PHILADELPHIA WD 60 PCT 11,7611
421016012PHILADELPHIA WD 60 PCT 12,7612
421016013PHILADELPHIA WD 60 PCT 13,7613
421016014PHILADELPHIA WD 60 PCT 14,7614
421011316PHILADELPHIA WD 13 PCT 16,7615
421011317PHILADELPHIA WD 13 PCT 17,7616
421011318PHILADELPHIA WD 13 PCT 18,7617
421011319PHILADELPHIA WD 13 PCT 19,7618
421011320PHILADELPHIA WD 13 PCT 20,7619
421011321PHILADELPHIA WD 13 PCT 21,7620
421011322PHILADELPHIA WD 13 PCT 22,7621
421011323PHILADELPHIA WD 13 PCT 23,7622
421011324PHILADELPHIA WD 13 PCT 24,7623
421011325PHILADELPHIA WD 13 PCT 25,7624
421011401PHILADELPHIA WD 14 PCT 01,7625
421011402PHILADELPHIA WD 14 PCT 02,7626
421011403PHILADELPHIA WD 14 PCT 03,7627
421011404PHILADELPHIA WD 14 PCT 04,7628
421011405PHILADELPHIA WD 14 PCT 05,7629
421011406PHILADELPHIA WD 14 PCT 06,7630
421011407PHILADELPHIA WD 14 PCT 07,7631
421011408PHILADELPHIA WD 14 PCT 08,7632
421011409PHILADELPHIA WD 14 PCT 09,7633
421011410PHILADELPHIA WD 14 PCT 10,7634
421011411PHILADELPHIA WD 14 PCT 11,7635
421014046PHILADELPHIA WD 40 PCT 46,7636
421014047PHILADELPHIA WD 40 PCT 47,7637
421014048PHILADELPHIA WD 40 PCT 48,7638
421014049PHILADELPHIA WD 40 PCT 49,7639
421014708PHILADELPHIA WD 47 PCT 08,7640
421014709PHILADELPHIA WD 47 PCT 09,7641
421014710PHILADELPHIA WD 47 PCT 10,7642
421014711PHILADELPHIA WD 47 PCT 11,7643
421014712PHILADELPHIA WD 47 PCT 12,7644
421014713PHILADELPHIA WD 47 PCT 13,7645
421014714PHILADELPHIA WD 47 PCT 14,7646
421014801PHILADELPHIA WD 48 PCT 01,7647
421014802PHILADELPHIA WD 48 PCT 02,7648
421014803PHILADELPHIA WD 48 PCT 03,7649
421014804PHILADELPHIA WD 48 PCT 04,7650
421014805PHILADELPHIA WD 48 PCT 05,7651
421014806PHILADELPHIA WD 48 PCT 06,7652
421014807PHILADELPHIA WD 48 PCT 07,7653
421014808PHILADELPHIA WD 48 PCT 08,7654
421014809PHILADELPHIA WD 48 PCT 09,7655
421014810PHILADELPHIA WD 48 PCT 10,7656
421013710PHILADELPHIA WD 37 PCT 10,7657
421013711PHILADELPHIA WD 37 PCT 11,7658
421013712PHILADELPHIA WD 37 PCT 12,7659
421013713PHILADELPHIA WD 37 PCT 13,7660
421013714PHILADELPHIA WD 37 PCT 14,7661
421013715PHILADELPHIA WD 37 PCT 15,7662
421013716PHILADELPHIA WD 37 PCT 16,7663
421013717PHILADELPHIA WD 37 PCT 17,7664
421013718PHILADELPHIA WD 37 PCT 18,7665
421013719PHILADELPHIA WD 37 PCT 19,7666
421013720PHILADELPHIA WD 37 PCT 20,7667
421013721PHILADELPHIA WD 37 PCT 21,7668
421013801PHILADELPHIA WD 38 PCT 01,7669
421013802PHILADELPHIA WD 38 PCT 02,7670
421013803PHILADELPHIA WD 38 PCT 03,7671
421013804PHILADELPHIA WD 38 PCT 04,7672
421013805PHILADELPHIA WD 38 PCT 05,7673
421013806PHILADELPHIA WD 38 PCT 06,7674
421013807PHILADELPHIA WD 38 PCT 07,7675
421013808PHILADELPHIA WD 38 PCT 08,7676
421015028PHILADELPHIA WD 50 PCT 28,7677
421015029PHILADELPHIA WD 50 PCT 29,7678
421015030PHILADELPHIA WD 50 PCT 30,7679
421015101PHILADELPHIA WD 51 PCT 01,7680
421015102PHILADELPHIA WD 51 PCT 02,7681
421015103PHILADELPHIA WD 51 PCT 03,7682
421015104PHILADELPHIA WD 51 PCT 04,7683
421015105PHILADELPHIA WD 51 PCT 05,7684
421015106PHILADELPHIA WD 51 PCT 06,7685
421015107PHILADELPHIA WD 51 PCT 07,7686
421015108PHILADELPHIA WD 51 PCT 08,7687
421015109PHILADELPHIA WD 51 PCT 09,7688
421015110PHILADELPHIA WD 51 PCT 10,7689
421015111PHILADELPHIA WD 51 PCT 11,7690
421015112PHILADELPHIA WD 51 PCT 12,7691
421015113PHILADELPHIA WD 51 PCT 13,7692
421015114PHILADELPHIA WD 51 PCT 14,7693
421015115PHILADELPHIA WD 51 PCT 15,7694
421015116PHILADELPHIA WD 51 PCT 16,7695
421015117PHILADELPHIA WD 51 PCT 17,7696
421015118PHILADELPHIA WD 51 PCT 18,7697
421015119PHILADELPHIA WD 51 PCT 19,7698
421015120PHILADELPHIA WD 51 PCT 20,7699
421016015PHILADELPHIA WD 60 PCT 15,7700
421016016PHILADELPHIA WD 60 PCT 16,7701
421016017PHILADELPHIA WD 60 PCT 17,7702
421016018PHILADELPHIA WD 60 PCT 18,7703
421016019PHILADELPHIA WD 60 PCT 19,7704
421016020PHILADELPHIA WD 60 PCT 20,7705
421016021PHILADELPHIA WD 60 PCT 21,7706
421016022PHILADELPHIA WD 60 PCT 22,7707
421016023PHILADELPHIA WD 60 PCT 23,7708
421016101PHILADELPHIA WD 61 PCT 01,7709
421016102PHILADELPHIA WD 61 PCT 02,7710
421016103PHILADELPHIA WD 61 PCT 03,7711
421016104PHILADELPHIA WD 61 PCT 04,7712
421016105PHILADELPHIA WD 61 PCT 05,7713
421016106PHILADELPHIA WD 61 PCT 06,7714
421016107PHILADELPHIA WD 61 PCT 07,7715
421016108PHILADELPHIA WD 61 PCT 08,7716
421016109PHILADELPHIA WD 61 PCT 09,7717
421016110PHILADELPHIA WD 61 PCT 10,7718
421016111PHILADELPHIA WD 61 PCT 11,7719
421016112PHILADELPHIA WD 61 PCT 12,7720
421016113PHILADELPHIA WD 61 PCT 13,7721
421016114PHILADELPHIA WD 61 PCT 14,7722
421016115PHILADELPHIA WD 61 PCT 15,7723
42101101PHILADELPHIA WD 01 PCT 01,7724
42101102PHILADELPHIA WD 01 PCT 02,7725
42101103PHILADELPHIA WD 01 PCT 03,7726
42101104PHILADELPHIA WD 01 PCT 04,7727
42101105PHILADELPHIA WD 01 PCT 05,7728
42101106PHILADELPHIA WD 01 PCT 06,7729
42101107PHILADELPHIA WD 01 PCT 07,7730
42101108PHILADELPHIA WD 01 PCT 08,7731
42101109PHILADELPHIA WD 01 PCT 09,7732
42101110PHILADELPHIA WD 01 PCT 10,7733
42101111PHILADELPHIA WD 01 PCT 11,7734
42101112PHILADELPHIA WD 01 PCT 12,7735
421011501PHILADELPHIA WD 15 PCT 01,7736
421011502PHILADELPHIA WD 15 PCT 02,7737
421011503PHILADELPHIA WD 15 PCT 03,7738
421011504PHILADELPHIA WD 15 PCT 04,7739
421011505PHILADELPHIA WD 15 PCT 05,7740
421011506PHILADELPHIA WD 15 PCT 06,7741
421011507PHILADELPHIA WD 15 PCT 07,7742
